"Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"Human et al 2022","LRDH Swartkops 5 Summer 6","Swartkops Estuary",NA,"Saltmarsh",-33.8504,25.5967,"direct from dataset",1,"SouthAfrica",2018,NA,0,0.05,"LOI","Core-level",2.995751,1.306753,"6",3.416792,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.995751,3.416792,1.306753,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",1.409842762934,"Estimated (study equation)",2.995751,NA,"-33.8504_25.5967"
"Human et al 2022","LRDH Swartkops 1 Winter 1","Swartkops Estuary",NA,"Saltmarsh",-33.8689,25.6286,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",1.024822,1.4493,"1",1.679526,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024822,1.679526,1.4493,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",0.691016801431788,"Estimated (study equation)",1.024822,NA,"-33.8689_25.6286"
"Human et al 2022","LRDH Swartkops 1 Winter 2","Swartkops Estuary",NA,"Saltmarsh",-33.8689,25.6286,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",1.164082,1.466067,"2",1.802276,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.164082,1.802276,1.466067,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",0.741671572234507,"Estimated (study equation)",1.164082,NA,"-33.8689_25.6286"
"Human et al 2022","LRDH Swartkops 1 Winter 3","Swartkops Estuary",NA,"Saltmarsh",-33.8689,25.6286,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",1.002411,1.5272,"3",1.659772,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.002411,1.659772,1.5272,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",0.682866916189412,"Estimated (study equation)",1.002411,NA,"-33.8689_25.6286"
"Human et al 2022","LRDH Swartkops 1 Winter 4","Swartkops Estuary",NA,"Saltmarsh",-33.8689,25.6286,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",1.074392,1.4433,"4",1.723219,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.074392,1.723219,1.4433,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",0.709045065373647,"Estimated (study equation)",1.074392,NA,"-33.8689_25.6286"
"Human et al 2022","LRDH Swartkops 1 Winter 5","Swartkops Estuary",NA,"Saltmarsh",-33.8689,25.6286,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",1.678834,1.3691,"5",2.256002,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.678834,2.256002,1.3691,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",0.929087525193235,"Estimated (study equation)",1.678834,NA,"-33.8689_25.6286"
"Human et al 2022","LRDH Swartkops 1 Winter 6","Swartkops Estuary",NA,"Saltmarsh",-33.8689,25.6286,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",1.42863,1.660867,"6",2.03546,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42863,2.03546,1.660867,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",0.837955386483334,"Estimated (study equation)",1.42863,NA,"-33.8689_25.6286"
"Human et al 2022","LRDH Swartkops 2 Winter 1","Swartkops Estuary",NA,"Saltmarsh",-33.8532,25.6139,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",6.004725,1.282373,"1",6.069039,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.004725,6.069039,1.282373,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.51520796404092,"Estimated (study equation)",6.004725,NA,"-33.8532_25.6139"
"Human et al 2022","LRDH Swartkops 2 Winter 2","Swartkops Estuary",NA,"Saltmarsh",-33.8532,25.6139,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",5.779354,0.9573333,"2",5.870387,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.779354,5.870387,0.9573333,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",2.43208385998087,"Estimated (study equation)",5.779354,NA,"-33.8532_25.6139"
"Human et al 2022","LRDH Swartkops 2 Winter 3","Swartkops Estuary",NA,"Saltmarsh",-33.8532,25.6139,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",4.955232,1.1844,"3",5.143968,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.955232,5.143968,1.1844,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",2.12857932161074,"Estimated (study equation)",4.955232,NA,"-33.8532_25.6139"
"Human et al 2022","LRDH Swartkops 2 Winter 4","Swartkops Estuary",NA,"Saltmarsh",-33.8532,25.6139,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",4.90752,1.0026,"4",5.101912,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90752,5.101912,1.0026,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",2.11103000465684,"Estimated (study equation)",4.90752,NA,"-33.8532_25.6139"
"Human et al 2022","LRDH Swartkops 2 Winter 5","Swartkops Estuary",NA,"Saltmarsh",-33.8532,25.6139,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",6.412339,0.9772667,"5",6.428329,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.412339,6.428329,0.9772667,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.66568643426702,"Estimated (study equation)",6.412339,NA,"-33.8532_25.6139"
"Human et al 2022","LRDH Swartkops 2 Winter 6","Swartkops Estuary",NA,"Saltmarsh",-33.8532,25.6139,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",2.996905,1.283033,"6",3.41781,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.996905,3.41781,1.283033,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",1.4102651874958,"Estimated (study equation)",2.996905,NA,"-33.8532_25.6139"
"Human et al 2022","LRDH Swartkops 3 Winter 1","Swartkops Estuary",NA,"Saltmarsh",-33.8692,25.6148,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",4.70002,1.4621,"1",4.919013,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.70002,4.919013,1.4621,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.03473717892057,"Estimated (study equation)",4.70002,NA,"-33.8692_25.6148"
"Human et al 2022","LRDH Swartkops 3 Winter 2","Swartkops Estuary",NA,"Saltmarsh",-33.8692,25.6148,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",5.809685,1.16071,"2",5.897122,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.809685,5.897122,1.16071,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.44326773690174,"Estimated (study equation)",5.809685,NA,"-33.8692_25.6148"
"Human et al 2022","LRDH Swartkops 3 Winter 3","Swartkops Estuary",NA,"Saltmarsh",-33.8692,25.6148,"direct from dataset",1,"SouthAfrica",2019,NA,0.1,0.25,"LOI","Core-level",4.879162,1.601267,"3",5.076917,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.879162,5.076917,1.601267,"https://doi.org/10.1016/j.scitotenv.2022.156955",17.5,"15-30cm",2.10060112285606,"Estimated (study equation)",4.879162,NA,"-33.8692_25.6148"
"Human et al 2022","LRDH Swartkops 3 Winter 4","Swartkops Estuary",NA,"Saltmarsh",-33.8692,25.6148,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",4.201885,1.3768,"4",4.479934,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.201885,4.479934,1.3768,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",1.85177022158859,"Estimated (study equation)",4.201885,NA,"-33.8692_25.6148"
"Human et al 2022","LRDH Swartkops 3 Winter 5","Swartkops Estuary",NA,"Saltmarsh",-33.8692,25.6148,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",5.957676,0.9627667,"5",6.027568,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.957676,6.027568,0.9627667,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.49785035451581,"Estimated (study equation)",5.957676,NA,"-33.8692_25.6148"
"Human et al 2022","LRDH Swartkops 3 Winter 6","Swartkops Estuary",NA,"Saltmarsh",-33.8692,25.6148,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",5.739385,1.159333,"6",5.835157,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.739385,5.835157,1.159333,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",2.41734781603204,"Estimated (study equation)",5.739385,NA,"-33.8692_25.6148"
"Human et al 2022","LRDH Swartkops 4 Winter 1","Swartkops Estuary",NA,"Saltmarsh",-33.866,25.6104,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",4.655206,1.220433,"1",4.879512,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.655206,4.879512,1.220433,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.01826608916171,"Estimated (study equation)",4.655206,NA,"-33.866_25.6104"
"Human et al 2022","LRDH Swartkops 4 Winter 2","Swartkops Estuary",NA,"Saltmarsh",-33.866,25.6104,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",5.40021,1.092933,"2",5.536192,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.40021,5.536192,1.092933,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.29236461804685,"Estimated (study equation)",5.40021,NA,"-33.866_25.6104"
"Human et al 2022","LRDH Swartkops 4 Winter 3","Swartkops Estuary",NA,"Saltmarsh",-33.866,25.6104,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",3.818196,1.217567,"3",4.141733,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.818196,4.141733,1.217567,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",1.7110192416707,"Estimated (study equation)",3.818196,NA,"-33.866_25.6104"
"Human et al 2022","LRDH Swartkops 4 Winter 4","Swartkops Estuary",NA,"Saltmarsh",-33.866,25.6104,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",4.681595,1.213467,"4",4.902772,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.681595,4.902772,1.213467,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.02796476411525,"Estimated (study equation)",4.681595,NA,"-33.866_25.6104"
"Human et al 2022","LRDH Swartkops 4 Winter 5","Swartkops Estuary",NA,"Saltmarsh",-33.866,25.6104,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",5.362327,0.9728333,"5",5.5028,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.362327,5.5028,0.9728333,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.27841257166861,"Estimated (study equation)",5.362327,NA,"-33.866_25.6104"
"Human et al 2022","LRDH Swartkops 4 Winter 6","Swartkops Estuary",NA,"Saltmarsh",-33.866,25.6104,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",6.492566,0.5667,"6",6.499044,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.492566,6.499044,0.5667,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.69532417672801,"Estimated (study equation)",6.492566,NA,"-33.866_25.6104"
"Human et al 2022","LRDH Swartkops 5 Winter 1","Swartkops Estuary",NA,"Saltmarsh",-33.8504,25.5967,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",2.509619,1.3555,"1",2.988293,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.509619,2.988293,1.3555,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",1.23216046698997,"Estimated (study equation)",2.509619,NA,"-33.8504_25.5967"
"Human et al 2022","LRDH Swartkops 5 Winter 2","Swartkops Estuary",NA,"Saltmarsh",-33.8504,25.5967,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",6.512423,0.8002667,"2",6.516547,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.512423,6.516547,0.8002667,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.70266100707826,"Estimated (study equation)",6.512423,NA,"-33.8504_25.5967"
"Human et al 2022","LRDH Swartkops 5 Winter 3","Swartkops Estuary",NA,"Saltmarsh",-33.8504,25.5967,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",5.6644,1.137,"3",5.769062,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6644,5.769062,1.137,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.38970609783039,"Estimated (study equation)",5.6644,NA,"-33.8504_25.5967"
"Human et al 2022","LRDH Swartkops 5 Winter 4","Swartkops Estuary",NA,"Saltmarsh",-33.8504,25.5967,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",5.866333,0.8893333,"4",5.947054,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.866333,5.947054,0.8893333,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.46415807620147,"Estimated (study equation)",5.866333,NA,"-33.8504_25.5967"
"Human et al 2022","LRDH Swartkops 5 Winter 5","Swartkops Estuary",NA,"Saltmarsh",-33.8504,25.5967,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",4.601286,0.8859667,"5",4.831984,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.601286,4.831984,0.8859667,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",1.99845073267851,"Estimated (study equation)",4.601286,NA,"-33.8504_25.5967"
"Human et al 2022","LRDH Swartkops 5 Winter 6","Swartkops Estuary",NA,"Saltmarsh",-33.8504,25.5967,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",3.840757,1.1865,"6",4.161619,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.840757,4.161619,1.1865,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",1.71929098625674,"Estimated (study equation)",3.840757,NA,"-33.8504_25.5967"
"Human et al 2022","LRDH Swartkops 6 Winter 1","Swartkops Estuary",NA,"Saltmarsh",-33.8375,25.5887,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",2.337506,0.7091667,"1",2.836585,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.337506,2.836585,0.7091667,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",1.16931300810511,"Estimated (study equation)",2.337506,NA,"-33.8375_25.5887"
"Human et al 2022","LRDH Swartkops 6 Winter 2","Swartkops Estuary",NA,"Saltmarsh",-33.8375,25.5887,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",2.463432,1.623933,"2",2.947582,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.463432,2.947582,1.623933,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",1.21529220053851,"Estimated (study equation)",2.463432,NA,"-33.8375_25.5887"
"Human et al 2022","LRDH Swartkops 6 Winter 3","Swartkops Estuary",NA,"Saltmarsh",-33.8375,25.5887,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",1.802702,0.9725667,"3",2.365184,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.802702,2.365184,0.9725667,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",0.974228178935602,"Estimated (study equation)",1.802702,NA,"-33.8375_25.5887"
"Human et al 2022","LRDH Swartkops 6 Winter 4","Swartkops Estuary",NA,"Saltmarsh",-33.8375,25.5887,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",5.614474,0.8550333,"4",5.725054,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.614474,5.725054,0.8550333,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",2.37130473508333,"Estimated (study equation)",5.614474,NA,"-33.8375_25.5887"
"Human et al 2022","LRDH Swartkops 6 Winter 5","Swartkops Estuary",NA,"Saltmarsh",-33.8375,25.5887,"direct from dataset",1,"SouthAfrica",2019,NA,0.05,0.1,"LOI","Core-level",3.403286,1.045133,"5",3.776012,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.403286,3.776012,1.045133,"https://doi.org/10.1016/j.scitotenv.2022.156955",7.5,"0-15cm",1.55899088415751,"Estimated (study equation)",3.403286,NA,"-33.8375_25.5887"
"Human et al 2022","LRDH Swartkops 6 Winter 6","Swartkops Estuary",NA,"Saltmarsh",-33.8375,25.5887,"direct from dataset",1,"SouthAfrica",2019,NA,0,0.05,"LOI","Core-level",8.386684,0.8008667,"6",8.386684,NA,NA,"OC = 1.1345*OM - 0.8806","Human et al 2022",NA,NA,NA,NA,"Winter",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.386684,8.386684,0.8008667,"https://doi.org/10.1016/j.scitotenv.2022.156955",2.5,"0-15cm",3.48898708225513,"Estimated (study equation)",8.386684,NA,"-33.8375_25.5887"
"Kauffman et al 2020","JBK Marisma High 1","Marisma High","1","Marshes",-0.9157333,-46.72433,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",3.3,0.92,NA,NA,NA,0.249,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,0.92,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",3.3,NA,"-0.9157333_-46.72433"
"Kauffman et al 2020","JBK Marisma High 2","Marisma High","2","Marshes",-0.9156667,-46.72422,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",3.77,0.96,NA,NA,NA,0.296,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,NA,0.96,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",3.77,NA,"-0.9156667_-46.72422"
"Kauffman et al 2020","JBK Marisma High 3","Marisma High","3","Marshes",-0.9156,-46.72402,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",3.59,0.98,NA,NA,NA,0.28,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59,NA,0.98,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",3.59,NA,"-0.9156_-46.72402"
"Kauffman et al 2020","JBK Marisma High 4","Marisma High","4","Marshes",-0.9155333,-46.72398,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",3.59,1.01,NA,NA,NA,0.346,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59,NA,1.01,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",3.59,NA,"-0.9155333_-46.72398"
"Kauffman et al 2020","JBK Marisma High 5","Marisma High","5","Marshes",-0.9154667,-46.67932,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",4.16,0.86,NA,NA,NA,0.436,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,NA,0.86,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",4.16,NA,"-0.9154667_-46.67932"
"Kauffman et al 2020","JBK Marisma High 6","Marisma High","6","Marshes",-0.9154167,-46.67918,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",6.47,0.9,NA,NA,NA,0.638,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,NA,0.9,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",6.47,NA,"-0.9154167_-46.67918"
"Kauffman et al 2020","JBK Marisma Low 1","Marisma Low","1","Marshes",-0.9135333,-46.6791,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",1.193,0.84,NA,NA,NA,0.096,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.193,NA,0.84,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",1.193,NA,"-0.9135333_-46.6791"
"Kauffman et al 2020","JBK Marisma Low 2","Marisma Low","2","Marshes",-0.9136833,-46.67902,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",1.346,0.74,NA,NA,NA,0.117,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.346,NA,0.74,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",1.346,NA,"-0.9136833_-46.67902"
"Kauffman et al 2020","JBK Marisma Low 3","Marisma Low","3","Marshes",-0.9138667,-46.67895,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",0.975,1.06,NA,NA,NA,0.086,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.975,NA,1.06,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",0.975,NA,"-0.9138667_-46.67895"
"Kauffman et al 2020","JBK Marisma Low 4","Marisma Low","4","Marshes",-0.9140167,-46.67885,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",2.291,0.66,NA,NA,NA,0.183,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.291,NA,0.66,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",2.291,NA,"-0.9140167_-46.67885"
"Kauffman et al 2020","JBK Marisma Low 5","Marisma Low","5","Marshes",-0.9142,-46.67877,"direct from dataset",1,"Brazil",2017,NA,0.01,0.15,"EA","Core-level",1.454,0.91,NA,NA,NA,0.129,NA,"Kauffman et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.454,NA,0.91,"https://doi.org/10.17528/CIFOR/DATA.00244",8,"0-15cm",NA,"Observed",1.454,NA,"-0.9142_-46.67877"
