"Point_ID","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","Data_type","OC_perc","BD_reported_g_cm3","Core","SOM_perc","SOM_perc_Heiri","N_perc","Conv_factor","Original_source","Soil_type","Admin_unit","Depth_to_bedrock_m","Treatment","Time_replicate","n_cores","SOM_perc_mean","SOM_perc_sd","OC_perc_mean","OC_perc_sd","OC_perc_se","BD_reported_g_cm3_mean","BD_reported_g_cm3_se","BD_reported_g_cm3_sd","OC_perc_combined","SOM_perc_combined","BD_reported_combined","DOI","Horizon_mid_depth_cm","Horizon_bin_cm","OC_from_SOM_our_eq","OC_obs_est","OC_perc_final","Notes","Lat_Long"
"P54","Burke et al 2022","SAB Baldoyle Estuary 2","Baldoyle Estuary",NA,"Saltmarsh",53.41535,-6.12868,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.32,"Baldoyle Estuary 2",11.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,0.32,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",4.9364782256536,"Estimated (our equation)",4.9364782256536,NA,"53.41535_-6.12868"
"P55","Burke et al 2022","SAB Baldoyle Estuary 3","Baldoyle Estuary",NA,"Saltmarsh",53.41561,-6.12858,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.22,"Baldoyle Estuary 3",44.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,0.22,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",19.5628210897746,"Estimated (our equation)",19.5628210897746,NA,"53.41561_-6.12858"
"P56","Burke et al 2022","SAB Baldoyle Estuary 4","Baldoyle Estuary",NA,"Saltmarsh",53.41601,-6.12928,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.32,"Baldoyle Estuary 4",9,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.32,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",3.7479045801216,"Estimated (our equation)",3.7479045801216,NA,"53.41601_-6.12928"
"P57","Burke et al 2022","SAB Baldoyle Estuary 5","Baldoyle Estuary",NA,"Saltmarsh",53.4165,-6.12925,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.37,"Baldoyle Estuary 5",21,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.37,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",8.91716999665164,"Estimated (our equation)",8.91716999665164,NA,"53.4165_-6.12925"
"P58","Burke et al 2022","SAB Baldoyle Estuary 6","Baldoyle Estuary",NA,"Saltmarsh",53.41713,-6.12963,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.37,"Baldoyle Estuary 6",10.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,0.37,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",4.25598235727568,"Estimated (our equation)",4.25598235727568,NA,"53.41713_-6.12963"
"P59","Burke et al 2022","SAB Baldoyle Estuary 7","Baldoyle Estuary",NA,"Saltmarsh",53.41788,-6.1297,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.16,"Baldoyle Estuary 7",20.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,0.16,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",8.74169307325535,"Estimated (our equation)",8.74169307325535,NA,"53.41788_-6.1297"
"P60","Burke et al 2022","SAB Baldoyle Estuary 8","Baldoyle Estuary",NA,"Saltmarsh",53.41857,-6.13012,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.06,"Baldoyle Estuary 8",53.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6,0.06,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",23.9530686398647,"Estimated (our equation)",23.9530686398647,NA,"53.41857_-6.13012"
"P61","Burke et al 2022","SAB Baldoyle Estuary 9","Baldoyle Estuary",NA,"Saltmarsh",53.41725,-6.12897,"estimated from GE",1,"Ireland",2020,NA,0,0.05,"EA","Core-level",NA,0.19,"Baldoyle Estuary 9",49.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8,0.19,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",22.1256949775592,"Estimated (our equation)",22.1256949775592,NA,"53.41725_-6.12897"
"P62","Burke et al 2022","SAB Malahide Estuary 1","Malahide Estuary",NA,"Saltmarsh",53.46835,-6.13241,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.13,"Malahide Estuary 1",32.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,0.13,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",14.0101092116246,"Estimated (our equation)",14.0101092116246,NA,"53.46835_-6.13241"
"P63","Burke et al 2022","SAB Malahide Estuary 2","Malahide Estuary",NA,"Saltmarsh",53.46835,-6.13311,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.11,"Malahide Estuary 2",19.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,0.11,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",8.30395664981851,"Estimated (our equation)",8.30395664981851,NA,"53.46835_-6.13311"
"P64","Burke et al 2022","SAB Malahide Estuary 3","Malahide Estuary",NA,"Saltmarsh",53.46811,-6.13278,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.29,"Malahide Estuary 3",39.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,0.29,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",17.4110398741733,"Estimated (our equation)",17.4110398741733,NA,"53.46811_-6.13278"
"P65","Burke et al 2022","SAB Malahide Estuary 4","Malahide Estuary",NA,"Saltmarsh",53.46809,-6.13217,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.29,"Malahide Estuary 4",16.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,0.29,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",6.99894067996996,"Estimated (our equation)",6.99894067996996,NA,"53.46809_-6.13217"
"P66","Burke et al 2022","SAB Malahide Estuary 5","Malahide Estuary",NA,"Saltmarsh",53.46812,-6.13175,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.29,"Malahide Estuary 5",12.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,0.29,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",5.27803708791647,"Estimated (our equation)",5.27803708791647,NA,"53.46812_-6.13175"
"P67","Burke et al 2022","SAB Malahide Estuary 6","Malahide Estuary",NA,"Saltmarsh",53.46787,-6.13339,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.3,"Malahide Estuary 6",18,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0.3,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",7.60641871647971,"Estimated (our equation)",7.60641871647971,NA,"53.46787_-6.13339"
"P68","Burke et al 2022","SAB Malahide Estuary 7","Malahide Estuary",NA,"Saltmarsh",53.46784,-6.13271,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.24,"Malahide Estuary 7",51.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.6,0.24,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",22.9888350379864,"Estimated (our equation)",22.9888350379864,NA,"53.46784_-6.13271"
"P69","Burke et al 2022","SAB Malahide Estuary 8","Malahide Estuary",NA,"Saltmarsh",53.46772,-6.13221,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.19,"Malahide Estuary 8",30.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,0.19,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",13.1037749330109,"Estimated (our equation)",13.1037749330109,NA,"53.46772_-6.13221"
"P70","Burke et al 2022","SAB Malahide Estuary 10","Malahide Estuary",NA,"Saltmarsh",53.46712,-6.13344,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.17,"Malahide Estuary 10",30.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,0.17,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",13.284604812709,"Estimated (our equation)",13.284604812709,NA,"53.46712_-6.13344"
"P71","Burke et al 2022","SAB North Bull Island (North Lagoon) 1","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37286,-6.15256,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",NA,0.35,"North Bull Island (North Lagoon) 1",14,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.35,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",5.87786804399506,"Estimated (our equation)",5.87786804399506,NA,"53.37286_-6.15256"
"P72","Burke et al 2022","SAB North Bull Island (North Lagoon) 2","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37253,-6.15221,"direct from dataset",1,"Ireland",2019,NA,0,0.06,"EA","Core-level",NA,0.35,"North Bull Island (North Lagoon) 2",14,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.35,"https://doi.org/10.3389/fmars.2022.976457",3,"0-15cm",5.87786804399506,"Estimated (our equation)",5.87786804399506,NA,"53.37253_-6.15221"
"P73","Burke et al 2022","SAB North Bull Island (North Lagoon) 3","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37209,-6.15151,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",NA,0.17,"North Bull Island (North Lagoon) 3",28,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0.17,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",12.0233839030809,"Estimated (our equation)",12.0233839030809,NA,"53.37209_-6.15151"
"P74","Burke et al 2022","SAB North Bull Island (North Lagoon) 4","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37346,-6.1521,"direct from dataset",1,"Ireland",2019,NA,0,0.15,"EA","Core-level",NA,0.48,"North Bull Island (North Lagoon) 4",10,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.48,"https://doi.org/10.3389/fmars.2022.976457",7.5,"0-15cm",4.17116617274231,"Estimated (our equation)",4.17116617274231,NA,"53.37346_-6.1521"
"P75","Burke et al 2022","SAB North Bull Island (North Lagoon) 5","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.37309,-6.1512,"direct from dataset",1,"Ireland",2019,NA,0,0.12,"EA","Core-level",NA,0.41,"North Bull Island (North Lagoon) 5",16,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.41,"https://doi.org/10.3389/fmars.2022.976457",6,"0-15cm",6.7394122800834,"Estimated (our equation)",6.7394122800834,NA,"53.37309_-6.1512"
"P76","Burke et al 2022","SAB North Bull Island (North Lagoon) 6","North Bull Island (North Lagoon)",NA,"Saltmarsh",53.3728,-6.1505,"direct from dataset",1,"Ireland",2019,NA,0,0.12,"EA","Core-level",NA,0.32,"North Bull Island (North Lagoon) 6",24,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.32,"https://doi.org/10.3389/fmars.2022.976457",6,"0-15cm",10.2402112275165,"Estimated (our equation)",10.2402112275165,NA,"53.3728_-6.1505"
"P77","Burke et al 2022","SAB North Bull Island (South Lagoon) 1","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.36931,-6.15542,"direct from dataset",1,"Ireland",2019,NA,0,0.05,"EA","Core-level",NA,0.16,"North Bull Island (South Lagoon) 1",58,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0.16,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",26.093609509081,"Estimated (our equation)",26.093609509081,NA,"53.36931_-6.15542"
"P78","Burke et al 2022","SAB North Bull Island (South Lagoon) 2","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.3698,-6.15655,"direct from dataset",1,"Ireland",2019,NA,0,0.06,"EA","Core-level",NA,0.4,"North Bull Island (South Lagoon) 2",20,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.4,"https://doi.org/10.3389/fmars.2022.976457",3,"0-15cm",8.478887353184,"Estimated (our equation)",8.478887353184,NA,"53.3698_-6.15655"
"P79","Burke et al 2022","SAB North Bull Island (South Lagoon) 3","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.36954,-6.15867,"direct from dataset",1,"Ireland",2019,NA,0,0.08,"EA","Core-level",NA,0.13,"North Bull Island (South Lagoon) 3",12,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.13,"https://doi.org/10.3389/fmars.2022.976457",4,"0-15cm",5.02178600821469,"Estimated (our equation)",5.02178600821469,NA,"53.36954_-6.15867"
"P80","Burke et al 2022","SAB North Bull Island (South Lagoon) 5","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.37008,-6.15659,"direct from dataset",1,"Ireland",2019,NA,0,0.06,"EA","Core-level",NA,0.31,"North Bull Island (South Lagoon) 5",20,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.31,"https://doi.org/10.3389/fmars.2022.976457",3,"0-15cm",8.478887353184,"Estimated (our equation)",8.478887353184,NA,"53.37008_-6.15659"
"P81","Burke et al 2022","SAB North Bull Island (South Lagoon) 6","North Bull Island (South Lagoon)",NA,"Saltmarsh",53.37046,-6.15863,"direct from dataset",1,"Ireland",2019,NA,0,0.12,"EA","Core-level",NA,0.24,"North Bull Island (South Lagoon) 6",16,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.24,"https://doi.org/10.3389/fmars.2022.976457",6,"0-15cm",6.7394122800834,"Estimated (our equation)",6.7394122800834,NA,"53.37046_-6.15863"
"P82","Burke et al 2022","SAB Rogerstown Esturay 1","Rogerstown Esturay",NA,"Saltmarsh",53.50372,-6.17011,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.22,"Rogerstown Esturay 1",57.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6,0.22,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",25.8979224445452,"Estimated (our equation)",25.8979224445452,NA,"53.50372_-6.17011"
"P83","Burke et al 2022","SAB Rogerstown Esturay 2","Rogerstown Esturay",NA,"Saltmarsh",53.50359,-6.17014,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.42,"Rogerstown Esturay 2",20.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,0.42,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",8.56643463787137,"Estimated (our equation)",8.56643463787137,NA,"53.50359_-6.17014"
"P84","Burke et al 2022","SAB Rogerstown Esturay 3","Rogerstown Esturay",NA,"Saltmarsh",53.50344,-6.17039,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.39,"Rogerstown Esturay 3",10.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,0.39,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",4.5107586428943,"Estimated (our equation)",4.5107586428943,NA,"53.50344_-6.17039"
"P85","Burke et al 2022","SAB Rogerstown Esturay 4","Rogerstown Esturay",NA,"Saltmarsh",53.50336,-6.16983,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.29,"Rogerstown Esturay 4",41.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,0.29,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",18.1562081941977,"Estimated (our equation)",18.1562081941977,NA,"53.50336_-6.16983"
"P86","Burke et al 2022","SAB Rogerstown Esturay 5","Rogerstown Esturay",NA,"Saltmarsh",53.50412,-6.17127,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.35,"Rogerstown Esturay 5",12.8,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,0.35,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",5.36356335848988,"Estimated (our equation)",5.36356335848988,NA,"53.50412_-6.17127"
"P87","Burke et al 2022","SAB Rogerstown Esturay 6","Rogerstown Esturay",NA,"Saltmarsh",53.50426,-6.17122,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.23,"Rogerstown Esturay 6",50.2,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,0.23,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",22.3171215258548,"Estimated (our equation)",22.3171215258548,NA,"53.50426_-6.17122"
"P88","Burke et al 2022","SAB Rogerstown Esturay 7","Rogerstown Esturay",NA,"Saltmarsh",53.50329,-6.17128,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.18,"Rogerstown Esturay 7",35.4,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,0.18,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",15.3798522551227,"Estimated (our equation)",15.3798522551227,NA,"53.50329_-6.17128"
"P89","Burke et al 2022","SAB Rogerstown Esturay 8","Rogerstown Esturay",NA,"Saltmarsh",53.50373,-6.17172,"estimated from GE",1,"Ireland",2021,NA,0,0.05,"EA","Core-level",NA,0.34,"Rogerstown Esturay 8",28.6,NA,NA,"OC = 0.4*OM + 0.0025*(OM^2)","Burke et al 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6,0.34,"https://doi.org/10.3389/fmars.2022.976457",2.5,"0-15cm",12.2927442635218,"Estimated (our equation)",12.2927442635218,NA,"53.50373_-6.17172"
"P90","Camacho et al 2014","SC AL","La Guadiana","AL","Salt marsh",37.474975,-7.470641667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.1,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",2.1,NA,"37.474975_-7.470641667"
"P91","Camacho et al 2014","SC Aouro","La Guadiana","Aouro","Salt marsh",37.30785556,-7.44335,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",1.58,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",1.58,NA,"37.30785556_-7.44335"
"P92","Camacho et al 2014","SC E1","La Guadiana","E1","Salt marsh",37.19294444,-7.404575,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.555,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",0.555,NA,"37.19294444_-7.404575"
"P93","Camacho et al 2014","SC E2","La Guadiana","E2","Salt marsh",37.19293889,-7.404661111,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.265,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",0.265,NA,"37.19293889_-7.404661111"
"P94","Camacho et al 2014","SC E3","La Guadiana","E3","Salt marsh",37.19285,-7.405113889,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.73,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",0.73,NA,"37.19285_-7.405113889"
"P95","Camacho et al 2014","SC EE","La Guadiana","EE","Salt marsh",37.19524444,-7.405452778,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",0.51,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",0.51,NA,"37.19524444_-7.405452778"
"P96","Camacho et al 2014","SC FB1","La Guadiana","FB1","Salt marsh",37.26033611,-7.435066667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",4.305,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.305,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",4.305,NA,"37.26033611_-7.435066667"
"P97","Camacho et al 2014","SC FB2","La Guadiana","FB2","Salt marsh",37.26038333,-7.435041667,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.265,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.265,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",2.265,NA,"37.26038333_-7.435041667"
"P98","Camacho et al 2014","SC FB3","La Guadiana","FB3","Salt marsh",37.26043611,-7.435011111,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",3.18,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",3.18,NA,"37.26043611_-7.435011111"
"P99","Camacho et al 2014","SC FO","La Guadiana","FO","Salt marsh",37.35146111,-7.446797222,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",5.185,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.185,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",5.185,NA,"37.35146111_-7.446797222"
"P100","Camacho et al 2014","SC LAR","La Guadiana","LAR","Salt marsh",37.40341111,-7.457247222,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",1.275,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.275,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",1.275,NA,"37.40341111_-7.457247222"
"P101","Camacho et al 2014","SC LEZ1","La Guadiana","LEZ1","Salt marsh",37.2123,-7.441461111,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",6.55,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",6.55,NA,"37.2123_-7.441461111"
"P102","Camacho et al 2014","SC LEZ2","La Guadiana","LEZ2","Salt marsh",37.21238333,-7.441502778,"direct from dataset",1,"Portugal",2010,NA,0,0.02,"EA","Core-level",2.4,NA,NA,NA,NA,NA,NA,"Camacho et al 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,"https://doi.org/10.5894/rgci452",1,"0-15cm",NA,"Observed",2.4,NA,"37.21238333_-7.441502778"
