system:index,saltmarsh,.geo
4121,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.94159407861174,55.263502879513055]}"
4122,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.41233415889964,29.341627209431728]}"
4123,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.876477901206023,54.57521370882068]}"
4124,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.43282947022311,30.070071073324247]}"
4125,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.05276142207585,29.2677856930771]}"
4126,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.97148053188182,54.09578284168609]}"
4127,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[41.81168065746528,41.86935249870575]}"
4128,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.2324528026114803,54.233764069326845]}"
4129,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.11208098473608,52.40578229767203]}"
4130,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.2179067114432,14.365004624119475]}"
4131,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.49481322482735,58.63245468954649]}"
4132,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[90.78800961071842,21.861535501625294]}"
4133,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.06549462770109,29.686580278533622]}"
4134,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.52909227442592,19.840326112356372]}"
4135,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.77295742837326,32.94854273822843]}"
4136,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[137.21465029305512,53.5810481838856]}"
4137,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.4769217617632,-14.204385851318905]}"
4138,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.57166745656733,-33.825478118585906]}"
4139,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.15825400229582,53.35386424853178]}"
4140,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.51820436236066,30.813606633989973]}"
4141,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.11207602241022,32.161079560169256]}"
4142,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.24601483127245,52.07080052822386]}"
4143,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.23978901012092,38.23656548972641]}"
4144,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74417639913524,29.837766740850938]}"
4145,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.1843949770637,53.44091099956296]}"
4146,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.81788234114293,22.33719344456658]}"
4147,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.76538578840416,30.02506547758986]}"
4148,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.61996187870677,45.529358460793915]}"
4149,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[91.0855316328188,22.069585321427375]}"
4150,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.66796432289571,10.589654979550362]}"
4151,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[173.7605415023044,-41.26649311153314]}"
4152,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.99341772194174,55.14896768078781]}"
4153,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.01206939381385,-30.140678654656043]}"
4154,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.2524020183534,55.17753410682282]}"
4155,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.636629374454728,36.84893787034698]}"
4156,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.5793263959356,29.859326307669807]}"
4157,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.58369154657298,22.29434380551408]}"
4158,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.80629903630364,51.713720202786355]}"
4159,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.30161139879574,51.54313013033205]}"
4160,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.23425147533233,52.92240341756917]}"
4161,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[159.55844635495998,53.287029591393285]}"
4162,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.26991751228511,45.794541132666]}"
4163,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.89442211156715,31.239408078662628]}"
4164,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.6087545429999,53.187316594856014]}"
4165,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.68929390955739,29.74074869016603]}"
4166,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.64603920157272,55.130642048991774]}"
4167,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.42960429571999,-18.47533603813676]}"
4168,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.55233576887535,51.48357182699493]}"
4169,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.54900032163118,51.93147182765692]}"
4170,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.327761134083328,58.25812671065389]}"
4171,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.02059716062251,30.063064214108113]}"
4172,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.41401098011912,56.29162472218785]}"
4173,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-49.18639998244449,-1.5181977459261975]}"
4174,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.672782817412994,45.306216944218626]}"
4175,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.26279045567622,37.4097561022228]}"
4176,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-59.473008300897135,50.565942764266836]}"
4177,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.862639271548731,36.999046354323355]}"
4178,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.068412937276168,56.20700342242379]}"
4179,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.45031041205263,59.37194783143369]}"
4180,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.60955592034452,56.741950174116965]}"
4181,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.17606147417803,56.66217977688715]}"
4182,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.41866645459837,32.524897250237665]}"
4183,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.73295203236559,57.799985915752934]}"
4184,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-9.971434401019307,52.143294571652305]}"
4185,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.83416890543261,44.50123661811912]}"
4186,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-158.2004631399565,58.97794674781886]}"
4187,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.17508451808182,29.019850674660116]}"
4188,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.99739483470974,25.039415650726514]}"
4189,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.830907524718672,58.33089024866757]}"
4190,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.0678926332771,55.23897887225659]}"
4191,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.22079543124195,43.2955178437739]}"
4192,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.05700472121185,32.766633893194225]}"
4193,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.28590002988736,29.77201006205339]}"
4194,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.80752134951122,59.7794236443103]}"
4195,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.3410931825871,29.852049953868438]}"
4196,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.54062730431745,58.670722920649986]}"
4197,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21021321997274,29.593335152042016]}"
4198,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.47449300227885,29.791952661360842]}"
4199,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-54.70484060431912,-34.807516387185366]}"
4200,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.87907133483702,55.21661082168202]}"
4201,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-88.44044227872887,56.571899090833135]}"
4202,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.3294637468853,32.64293587857097]}"
4203,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.43086232516175,28.937924320748415]}"
4204,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.3679191355007,-38.9369819167544]}"
4205,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.28524084332413,58.633802162472676]}"
4206,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.339725370380906,36.968323971606466]}"
4207,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.36059119853435,29.45346746230461]}"
4208,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.430194868055445,55.59471172476792]}"
4209,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.39717384789866,37.90266169861918]}"
4210,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.299381865560236,51.63745323516461]}"
4211,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.06663956616119,55.21849728377867]}"
4212,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.09607481963658283,52.89626244280129]}"
4213,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.26156979657728,52.78900359787742]}"
4214,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.7419172761234,-37.90320068778965]}"
4215,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.3718688025776,31.303547789948762]}"
4216,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.95152420972882,37.149963322055434]}"
4217,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.122528111634974,44.913563333529986]}"
4218,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.6394956108882,-38.239799424749236]}"
4219,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.0570645749199,-32.6356595247696]}"
4220,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[1.7084609231027121,52.38476172002363]}"
4221,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.6876528045721,37.26530700453638]}"
4222,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-65.55442311132947,48.074734818346585]}"
4223,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[154.50057197925344,59.37464277728604]}"
4224,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.4982343173621,39.45899292835625]}"
4225,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.86910003518331,55.20987345705112]}"
4226,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.42809165867052,57.46473465171953]}"
4227,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.27457249678775,53.56245305750433]}"
4228,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.29578568425052,58.463751079188846]}"
4229,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.6440050963922,29.681459881414142]}"
4230,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.45073631024144,51.475756484023094]}"
4231,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.88924351484822,11.474675197464915]}"
4232,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.48065020920262,51.45958680890894]}"
4233,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.430618622159,31.057499233628427]}"
4234,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-162.5948418468124,59.98289205616337]}"
4235,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-157.6946218034688,57.53695920056274]}"
4236,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.55778055196228,29.61597269720183]}"
4237,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.654633928500544,53.68642056671282]}"
4238,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.14518268785757,41.01532415809332]}"
4239,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.20107619565721,35.61842559416006]}"
4240,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[38.05169220425461,45.986151782768694]}"
4241,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.4230453280813,39.02241170027416]}"
4242,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.13240996780429,22.029969617397704]}"
4243,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.3560696442934,56.242846202260154]}"
4244,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.44504947826037,39.52448011256856]}"
4245,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.82503849755155,59.5622110086102]}"
4246,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.031488380905,55.052758113858616]}"
4247,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.53999390933672,57.46042273835575]}"
4248,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.31922295264634,51.32510901087625]}"
4249,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.88730050726073,45.855985898099775]}"
4250,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.38846768409778,-36.12534490898871]}"
4251,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.717841650420983,45.459289868632595]}"
4252,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.6567245791719,30.96021168835828]}"
4253,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.6919784407814,-14.720737476630806]}"
4254,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.53760797249764,30.51473713896341]}"
4255,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.2002677119015,35.41414869855128]}"
4256,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.13920056970879,32.75585410978479]}"
4257,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.487408403090155,53.53388663146933]}"
4258,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.83271661206784,46.99271405862462]}"
4259,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.33296717649337,51.29276966064794]}"
4260,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.79650117131627,33.24336981447646]}"
4261,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.27324585311821,45.77621550086996]}"
4262,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.90400917154536,45.85113499556553]}"
4263,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.37690851673237,15.169176466463272]}"
4264,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.98170760327523,35.52760591893558]}"
4265,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.3509014622028,40.64072668461548]}"
4266,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.30365922682181,38.89521025604284]}"
4267,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-161.77396134018394,59.46546245251053]}"
4268,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.04177910420033,57.02141605900655]}"
4269,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[137.16479379478648,53.59398392397692]}"
4270,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.84046499492052,43.99458679787571]}"
4271,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.06554786497469,52.84559746077695]}"
4272,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.05611555449143,52.77849330905322]}"
4273,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[37.09417794291161,-17.63882484556466]}"
4274,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.20277550024196,29.69143118106787]}"
4275,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.840837655835735,53.81982038640457]}"
4276,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-78.01181031385694,20.72157340607762]}"
4277,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-79.27924334822117,51.55067597871866]}"
4278,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[158.4168672919009,53.04771839970384]}"
4279,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.648869721772,57.694613532925715]}"
4280,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[156.06552703571805,53.420968400255504]}"
4281,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.4586065445955,57.34454006670434]}"
4282,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.2573731182804,41.62330394238541]}"
4283,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.27730364885092,55.90516948695963]}"
4284,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.32965090439721,-39.060679931377656]}"
4285,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00978117100226,59.37194783143369]}"
4286,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24255257020104,57.05267743089391]}"
4287,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.1798684604969,58.70845216258301]}"
4288,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.022059868615603,-34.33374490634073]}"
4289,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.362256440993516,58.275643858694224]}"
4290,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.67311051159768,30.13555825753656]}"
4291,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.08562107630322,46.46773860658517]}"
4292,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.4534400166135,56.98072237663593]}"
4293,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.28913892723602,53.08787309290398]}"
4294,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.17482874634213,29.605192913792393]}"
4295,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-72.98627528837868,46.10338192734629]}"
4296,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.81675112552838,30.244973059142318]}"
4297,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.04530501717365,41.58961711923093]}"
4298,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-53.508015151286685,-33.550324147060095]}"
4299,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.28812294668839,35.3556683735551]}"
4300,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-14.917468523852982,12.167006786935831]}"
4301,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.42835288271269,-35.96257017950625]}"
4302,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-56.013775804809676,51.56711514841805]}"
4303,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.13619661484314,29.44673009767371]}"
4304,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.1508574511017,29.21280879768899]}"
4305,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.23849642857695,55.8846878984817]}"
4306,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-156.84005447368588,59.05987310173057]}"
4307,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.60015816196348,56.08950378326095]}"
4308,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.49853125763845,30.858612229724365]}"
4309,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.10339730430046,-51.65874330739824]}"
4310,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.51955183528685,52.271843488809814]}"
4311,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-64.24225397581608,45.84844004971317]}"
4312,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.89931087442082,29.195830638819128]}"
4313,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2385101514225,29.38447684848423]}"
4314,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.20918682479678,56.62229457827224]}"
4315,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.159460938549227,45.271452142723206]}"
4316,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.39041069168526,29.846929556748957]}"
4317,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.87249864435279,33.05499309939659]}"
4318,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.90085922770447,37.22892523552954]}"
4319,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.57695418194209,22.440948859882386]}"
4320,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.40391121252955,39.10272108667445]}"
4321,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.427311110582559,37.01036512690326]}"
4322,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.48201140497434,55.21526334875583]}"
4323,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.57398098098477,-7.427944505563294]}"
4324,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[3.563392153281112,43.33917596658211]}"
4325,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.5152174385578,-34.60189201865041]}"
4326,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.19252098315744,57.20413338779645]}"
4327,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-62.19840704138735,56.470838621369694]}"
4328,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[34.597041116116166,-20.173690914293125]}"
4329,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.46798396369653,32.68928894723154]}"
4330,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53549318435242,29.345130639039795]}"
4331,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.97222205551837,55.25002815025126]}"
4332,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-87.09296935254959,55.900318584425385]}"
4333,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[36.09704797753894,41.585035711281925]}"
4334,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-93.06200492093858,29.907565838427026]}"
4335,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76681394429505,29.879538401562495]}"
4336,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.890033313432524,53.64734385185362]}"
4337,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.4831168290064,30.230689846124818]}"
4338,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.53555352803711,56.07899349443676]}"
4339,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.82728720593508,38.07379076024395]}"
4340,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.830124832545454,54.63935342010681]}"
4341,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.83944687028765,51.827446917755886]}"
4342,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.4429209672696,51.385206303383846]}"
4343,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.99386230530195,22.32695265032762]}"
4344,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-83.60166700081906,55.1616339262939]}"
4345,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[18.219316182162693,54.80940450339064]}"
4346,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.15921012913539,38.6025391364767]}"
4347,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.66902692428248,32.64185790023002]}"
4348,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.71218226413103,45.39973156529547]}"
4349,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-74.57198142790647,39.33475592456252]}"
4350,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-85.48920707581101,55.387739883306786]}"
4351,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-82.12887909250512,52.86446208174346]}"
4352,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[32.64347486774144,46.600599437106446]}"
4353,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.58756383890238,46.74343156728145]}"
4354,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-75.84776879441301,35.84884346453672]}"
4355,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.11908288162635,53.201599807873514]}"
4356,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[162.4573996083421,56.31237580525101]}"
4357,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.631157145676685,57.74797346080241]}"
4358,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-63.86981245902013,46.14677055556926]}"
4359,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.97710536606957,59.718787362632234]}"
4360,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.72036646982421,29.391753202285596]}"
4361,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.16625815688819,30.117771614910993]}"
4362,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[138.3246984896416,53.47028590935366]}"
4363,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.47589371247864,22.47571366137781]}"
4364,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[27.73570897601126,42.256616217689675]}"
4365,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.10029018310485,-34.367162234909976]}"
4366,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.53993901795451,32.30013876615096]}"
4367,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.62974271263135,56.18840829604251]}"
4368,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.67711176183956,32.45941006602535]}"
4369,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.599868328098216,43.474192753785275]}"
4370,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.62734966938119,31.017075045843047]}"
4371,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[155.8081597068178,54.356114611023926]}"
4372,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.267502475646314,40.77574347181864]}"
4373,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-95.25542135017321,29.027127028461482]}"
4374,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09944929133219,42.058268202956086]}"
4375,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.31796988553042,31.298157898244046]}"
4376,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.20080670107198,35.58824220061364]}"
4377,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-76.96617132314181,37.56848841292672]}"
4378,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-89.8709195371608,29.5097918306189]}"
4379,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-92.90758452359843,58.170810465037476]}"
4380,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[21.098326836237348,54.845247283227]}"
4381,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.02992134244995,29.694126126920228]}"
4382,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-94.8059043819998,59.55223970895647]}"
4383,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[4.132564717299241,51.3631077473945]}"
4384,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-57.37068104147222,-35.6871467133952]}"
4385,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-84.22339100895819,15.409835131078891]}"
